미디어타입,아티스트,장소명,장소타입,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일
artist,에이프릴,부산 자갈치 시장,playground,에이프릴 온에어프릴 10화에 나온 곳,매일 05시 - 22시,정보없음,"1, 3번째 화요일",부산광역시 중구 자갈치해안로 52,35.096659,129.030502,051-245-2594,2022-11-18
artist,에이프릴,짱오락실 홍대점,playground,에이프릴의 쉿크릿 3화에 나온 곳,"월-목 11시 - (익일) 02시, 금 11시 - (익일) 04시, 토 10시 - (익일) 04시, 일 10시 - (익일) 02시",정보없음,연중무휴,서울특별시 마포구 어울마당로 69,37.551243,126.921126,02-333-8334,2022-11-18
artist,에이프릴,N서울타워,playground,에이프릴 온에어프릴에서 옌쏠 투어,"전망대 매일 11시 - 22시, 더플다이닝 매일 12시 - 22시",정보없음,연중무휴,서울특별시 용산구 남산공원길 105,37.551168,126.98824,02-3455-9277,2022-11-18
artist,에이프릴,북촌 한옥마을,playground,에이프릴 온에어프릴 4화에 나온 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 계동길 37,37.5790534,126.986405,02-2133-1372,2022-11-18
artist,에이프릴,엉덩물계곡,playground,에IF릴 3화 봄맞이 제주도 여행지에 나온 곳,매일 00시 - 24시,정보없음,연중무휴,제주특별자치도 서귀포시 색달동 3384-4,33.247862,126.413877,064-738-1542,2022-11-18
artist,에이프릴,용머리해안,playground,에IF릴 3화 봄맞이 제주도 여행지에 나온 곳,매일 10시 30분 - 17시,정보없음,연중무휴(만조 및 기상악화 시 통제),제주특별자치도 서귀포시 안덕면 사계리 112-3,33.231899,126.314636,064-760-6321,2022-11-18
artist,에이프릴,오설록 티 뮤지엄,playground,에IF릴 3화 봄맞이 제주도 여행지에 나온 곳,매일 09시 - 18시,정보없음,연중무휴,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.306312,126.288343,064-794-5312,2022-11-18
artist,에이프릴,놀맨,restaurant,에IF릴 3화 봄맞이 제주도 여행지에 나온 라면집,수-월 10시 - 15시,정보없음,화요일,제주특별자치도 제주시 애월읍 애월로 1길 24,33.462516,126.310265,064-799-3332,2022-11-18
artist,에이프릴,몽상드애월,cafe,에IF릴 3화 봄맞이 제주도 여행지에 나온 카페,매일 10시 30분 - 19시,정보없음,연중무휴,제주특별자치도 제주시 애월읍 애월북서길 56-1,33.462863,126.309672,,2022-11-18
artist,에이프릴,신창 풍차 해안도로,playground,에IF릴 3화 봄맞이 제주도 여행지에 나온 곳,매일 00시 - 24시,정보없음,연중무휴,제주특별자치도 제주시 한경면 신창리 1322-1,33.343421,126.173997,064-728-7942,2022-11-18
artist,에이프릴,공산성,playground,에이프릴 온에어프릴 3화에 나온 곳,매일 09시 - 18시,정보없음,명절(당일),충청남도 공주시 웅진로 280,36.465013,127.12361,041-856-7700,2022-11-18
artist,에이핑크,제이드가든,playground,Secret Garden 뮤직비디오를 촬영한 곳,매일 09시 - 18시,정보없음,연중무휴,강원도 춘천시 남산면 햇골길 80,37.834632,127.53786,033-260-8300,2022-11-18
artist,에이핑크,아침고요수목원,playground,"초롱, 은지, 남주가 방문한 경기도 소재 수목원",매일 08시 30분 - 19시,정보없음,연중무휴,경기도 가평군 상면 수목원로 432,37.742485,127.35173,1544-6703,2022-11-18
artist,에이핑크,민기남씨네솥뚜껑닭매운탕,restaurant,남주가 자연 속에서 힐링하며 즐기고 온 맛집,매일 09시 30분 - 18시,정보없음,"1, 3번째 화요일",경기도 가평군 설악면 유명로 654-57,37.6034937,127.4956079,031-774-3386,2022-11-18
artist,에이핑크,낙선재,restaurant,에이핑크 남주가 감자전을 강추한 남한산성 한정식집,매일 11시 - 21시,정보없음,연중무휴,경기도 광주시 남한산성면 불당길 101,37.456736,127.206056,031-746-3800,2022-11-18
artist,에이핑크,목향원,restaurant,에이핑크 보미가 남양주 나들이 하며 방문한 맛집,매일 11시 - 22시,정보없음,연중무휴,경기도 남양주시 덕릉로1071번길 34-12,37.684864,127.10116,031-527-2255,2022-11-18
artist,에이핑크,고당,cafe,에이핑크 보미가 남양주 나들이 하며 방문한 카페,매일 11시 - 22시,정보없음,연중무휴,경기도 남양주시 조안면 북한강로 121,37.5362031,127.3024876,031-576-8090,2022-11-18
artist,에이핑크,한국민속촌,playground,에이핑크 보미와 하영이 방문한 전통문화 테마파크,매일 10시 - 18시,정보없음,연중무휴,경기도 용인시 기흥구 민속촌로 90,37.260092,127.12036,031-288-0000,2022-11-18
artist,에이핑크,필무드,cafe,박초롱이 출연한 런닝맨 486회 촬영지,매일 10시 30분 - 21시,정보없음,5번째 화요일,경기도 파주시 광탄면 기산로 129,37.776266,126.912051,031-944-0323,2022-11-18
artist,에이핑크,벽초지수목원,playground,꽃잎점 뮤직비디오를 촬영한 수목원,매일 09시 - 17시 30분,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 242,37.800977,126.873712,0507-1421-2022,2022-11-18
artist,에이핑크,송쓰버거 본점,restaurant,에이핑크 남주와 하영이 방문한 햄버거 맛집,매일 10시 30분 - 21시 30분,정보없음,연중무휴,경기도 평택시 중앙시장로25번길 12-1,37.0807468,127.0530297,031-667-7080,2022-11-18
artist,에이핑크,초량 이바구길,playground,하늘바라기 뮤직비디오에 등장한 정겨운 동네,매일 00시 - 24시,정보없음,연중무휴,부산광역시 동구 초량동 865-48,35.116798,129.03657,051-467-0289,2022-11-18
artist,에이핑크,광안대교,playground,Remember 뮤직비디오를 촬영한 다리,매일 00시 - 24시,정보없음,연중무휴,부산광역시 수영구 민락동 광안대교,35.147603,129.130119,051-780-0077,2022-11-18
artist,에이핑크,달맞이길,playground,하늘바라기 뮤직비디오를 촬영한 도로,매일 00시 - 24시,정보없음,연중무휴,부산광역시 해운대구 달맞이길 190,35.1566509,129.180004,051-749-5700,2022-11-18
artist,에이핑크,송정해수욕장,playground,하늘바라기 뮤직비디오에 나온 해수욕장,매일 00시 - 24시,정보없음,연중무휴,부산광역시 해운대구 송정동 712-2,35.178583,129.199702,051-749-5800,2022-11-18
artist,에이핑크,송정역 폐역,playground,하늘바라기 뮤직비디오에 나온 폐역,매일 00시 - 24시,정보없음,연중무휴,부산광역시 해운대구 송정동 송정중앙로6번길 60,35.181082,129.200442,051-749-4064,2022-11-18
artist,에이핑크,올림픽공원,playground,하늘바라기 뮤직비디오에 나온 벤치가 있는 곳,매일 00시 - 24시,정보없음,연중무휴,부산광역시 해운대구 우동 1413-5,35.164698,129.133155,051-749-5714,2022-11-18
artist,에이핑크,Scopa The Chef,restaurant,남주가 자주찾는 이탈리안 레스토랑,매일 12시 - 22시,15시 - 17시,연중무휴,서울특별시 강남구 도산대로89길 13,37.525503,127.050759,,2022-11-18
artist,에이핑크,파란하늘,restaurant,윤보미가 다녀간 쌍문동 가성비 분식집,매일 11시 30분 - 21시 30분,정보없음,4번째 일요일,서울특별시 도봉구 도봉로121길 35,37.652197,127.035031,02-997-3234,2022-11-18
artist,에이핑크,메이솝,playground,에이핑크 손나은이 향수를 만든 공방,임시휴업,정보없음,임시휴업,서울특별시 동대문구 전농로23길 5-1,37.580649,127.055225,0507-1436-1311,2022-11-18
artist,에이핑크,하늘공원,playground,에이핑크 뉴스 시즌3 2회 소풍 촬영지,매일 05시 - 22시 (월마다 유동적),정보없음,연중무휴,서울특별시 마포구 하늘공원로 95,37.567465,126.88546,02-300-5501,2022-11-18
artist,에이핑크,피터팬 1978,restaurant,나은이 수요미식회에서 방문한 빵집,매일 08시 - 21시,정보없음,연중무휴,서울특별시 서대문구 증가로 10,37.5693392,126.9316962,02-336-4775,2022-11-18
artist,에이핑크,르지우,restaurant,남주가 추천하는 이탈리안 레스토랑,수-월 11시 30분 - 22시,"평일 15시 - 17시, 주말 15시 30분 - 17시",화요일,서울특별시 서초구 사평대로26길 40,37.498273,126.998904,02-3476-7036,2022-11-18
artist,에이핑크,서지스테이크,restaurant,에이핑크가 식신로드에서 방문한 스테이크집,"평일 11시 30분 - 22시, 토 17시 - 23시",평일만 13시 30분 - 16시 30분,일요일,서울특별시 용산구 한강대로84길 11-5,37.5438673,126.973116,02-797-8491,2022-11-18
artist,에이핑크,어바웃진스,restaurant,"남주, 은지가 수요미식회에서 방문한 바베큐 전문점","월,수-금 11시 30분 - 22시, 토 12시 - 21시, 일 12시 - 20시","평일 14시 30분 - 17시, 주말 15시 30분 - 16시 30분",화요일,서울특별시 종로구 새문안로3길 30 대우빌딩 지하1층 106호,37.57297,126.973272,0507-1473-0930,2022-11-18
artist,에이핑크,절벽,restaurant,에이핑크 남주가 안주 먹방 찍은 술집,매일 17시 - (익일) 04시,정보없음,"1, 3번째 일요일",서울특별시 종로구 평창문화로 130,37.609235,126.974526,02-379-8484,2022-11-18
artist,에이핑크,마복림할머니막내아들네,restaurant,남주가 초등학교 때부터 방문한 신당동 맛집,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 다산로 221,37.563114,127.015019,02-962-8288,2022-11-18
artist,에이핑크,화떡,restaurant,"윤보미, 오하영이 다녀간 명동 떡볶이 맛집",매일 11시 - 22시,정보없음,연중무휴,"서울특별시 중구 명동4길 15 2,3층",37.562998,126.983791,02-772-9991,2022-11-18
artist,에이핑크,구움양과,cafe,박초롱과 오하영이 다녀간 을지로 디저트 카페,화-토 12시 30분 - 17시,정보없음,"월요일, 일요일",서울특별시 중구 을지로 157 대림상가 3층 라열 351호,37.5675035,126.995406,0507-1420-0414,2022-11-18
artist,에이핑크,족떡이네,restaurant,윤보미가 유튜브 영상을 찍고 간 한식집,매일 10시 30분 - 21시,정보없음,연중무휴,전라북도 전주시 완산구 은행로 65-3,35.8141431,127.1528445,063-285-0198,2022-11-18
artist,에이핑크,성읍랜드,playground,Remember 뮤직비디오를 촬영한 곳,매일 10시 - 17시 30분,정보없음,연중무휴,제주특별자치도 서귀포시 표선면 번영로 2650,33.398525,126.787606,064-787-5324,2022-11-18
artist,에이핑크,봄은고양이로다,cafe,에이핑크가 방문해 응원을 남긴 유기묘 후원 카페,화-일 11시 - 20시,정보없음,월요일(공휴일인 경우 정상영업하고 화요일휴무),충청북도 충주시 동량면 조동탑평2길 94,37.028548,127.974097,043-854-0303,2022-11-18
artist,엑소,투썸플레이스 춘천구봉산점,cafe,찬열과 세훈이 방문한 구봉산 스카이워크 카페,"평일 10시 - 22시, 주말 09시 30분 - 22시",정보없음,연중무휴,강원도 춘천시 동면 순환대로 1154-105,37.89233,127.776238,033-251-8880,2022-11-18
artist,엑소,도암식당,restaurant,시우민이 방문한 오삼불고기 맛집,매일 11시 - 21시,15시 - 17시,연중무휴,강원도 평창군 대관령면 대관령로 103,37.672497,128.708006,033-336-5814,2022-11-18
artist,엑소,오늘은 봄날,restaurant,시우민이 다녀간 맛집으로 소문난 곳,수-월 11시 - 20시,정보없음,화요일,경기도 가평군 청평면 북한강로 2199,37.711521,127.400757,031-584-6911,2022-11-18
artist,엑소,포러데이,cafe,시우민이 방문한 분위기 좋은 카페,매일 11시 - (익일) 02시,정보없음,연중무휴,경기도 남양주시 와부읍 경강로926번길 8-7,37.556395,127.236364,031-577-2505,2022-11-18
artist,엑소,나인블럭 뷰 팔당점,cafe,수호가 방문한 탁 트인 북한강 뷰 카페,"평일 09시 - 21시, 주말 08시 - 21시",정보없음,연중무휴,경기도 남양주시 와부읍 다산로 56,37.539869,127.255212,031-577-8809,2022-11-18
artist,엑소,설하식당,restaurant,디오가 방문한 고기집,수-월 11시 30분 - 22시,평일만 15시 30분 - 16시 30분,화요일,경기도 남양주시 조안면 북한강로855번길 81,37.598343,127.332647,0507-1322-3390,2022-11-18
artist,엑소,88오락실,playground,백현 찬열 인스타 속 오락실,매일 00시 - 24시,정보없음,연중무휴,경기도 시흥시 오이도로 157-1,37.346671,126.688442,,2022-11-18
artist,엑소,폴콘,cafe,수호 인스타그램에 올라온 카페,매일 10시 - 22시,정보없음,연중무휴,경기도 파주시 월롱면 다락고개길 98-10,37.794291,126.789018,,2022-11-18
artist,엑소,경기영어마을 파주캠퍼스,playground,12월의 기적 촬영 장소,매일 09시 - 22시,정보없음,연중무휴,경기도 파주시 탄현면 얼음실로 40,37.7852355,126.703739,1588-0554,2022-11-18
artist,엑소,인사동촌,restaurant,시우민 입대 전 멤버들이 모여 회식한 장소,"평일 17시 30분 - (익일) 05시, 주말 17시 30분 - (익일) 06시",정보없음,연중무휴,서울특별시 강남구 강남대로 152길 29,37.517885,127.021673,02-511-3151,2022-11-18
artist,엑소,압구정 변강쇠 떡볶이,restaurant,세훈 픽 인스타 떡볶이집,월-토 11시 30분 - 24시,13시 20분 - 14시,일요일,서울특별시 강남구 도산대로46길 21,37.520828,127.037266,02-3443-9978,2022-11-18
artist,엑소,무등산,restaurant,수호픽 인스타 고깃집,매일 10시 - 22시,정보없음,연중무휴,서울특별시 강남구 선릉로146길 3 승봉빌딩,37.521904,127.039972,02-518-4001,2022-11-18
artist,엑소,강남돌곱창,restaurant,디오가 `7호실`에서 먹던 곱창,"평일 15시 - 24시, 토 15시 - 23시",정보없음,일요일,서울특별시 강남구 압구정로18길 17,37.523871,127.024876,02-548-7225,2022-11-18
artist,엑소,청담 25,restaurant,시우민이 다녀간 미역국 맛집,"매일 10시 - 22시,",정보없음,연중무휴,서울특별시 강남구 압구정로79길 32,37.525182,127.049746,02-3443-2577,2022-11-18
artist,엑소,꽃새우 영번지 역삼점,restaurant,세훈이 새우를 먹은 새우 맛집,매일 15시 - 24시,정보없음,연중무휴,서울특별시 강남구 언주로 536,37.506191,127.041331,02-501-2050,2022-11-18
artist,엑소,커피더쏠,cafe,시우민이 방문한 한강 나들이 카페,평일 10시 - 17시,정보없음,주말,서울특별시 광진구 능동로 18 이튼타워리버3차 1층,37.53258,127.067932,02-461-7461,2022-11-18
artist,엑소,강쇠네,restaurant,시우민이 방문한 고기 맛집,수-월 14시 - 24시,정보없음,화요일,서울특별시 광진구 뚝섬로 535,37.535045,127.069652,02-454-4242,2022-11-18
artist,엑소,듀펠센터,playground,수호가 방문한 빈티지 감성의 복합문화공간,화-일 12시 - 20시,정보없음,월요일,서울특별시 동대문구 한천로26길 48-12,37.570549,127.067954,02-797-4262,2022-11-18
artist,엑소,샤로스톤,restaurant,수호가 저녁을 즐긴 장소,매일 11시 - 21시 30분,정보없음,연중무휴,서울특별시 동대문구 휘경로2가길 5,37.595389,127.061249,02-966-0867,2022-11-18
artist,엑소,진미식당,restaurant,디오가 방문한 간장게장 맛집,월-토 12시 - 20시,15시 30분 - 17시,일요일,서울특별시 마포구 마포대로 186-6,37.5505501,126.9557705,02-3211-4468,2022-11-18
artist,엑소,멘야하나비 신사점,restaurant,수호가 방문했던 소바 맛집,화-일 11시 30분 - 20시 30분,14시 30분 - 17시 30분,"월요일, 2, 4번째 화요일",서울특별시 서초구 강남대로101안길 18-1,37.5162199,127.0175506,070-8847-7788,2022-11-18
artist,엑소,카몽,cafe,카이 누나분이 운영하시는 카페,"평일 08시 30분 - 21시, 주말 11시 - 21시",정보없음,1번째 토요일,서울특별시 서초구 서초대로42길 17,37.4918317,127.008739,0507-1498-5951,2022-11-18
artist,엑소,수피,playground,수호가 방문한 힙한 성수 옷가게,매일 12시 - 21시,정보없음,연중무휴,서울특별시 성동구 성수이로 71,37.541555,127.055792,02-6406-3388,2022-11-18
artist,엑소,레이어 57,playground,수호가 방문한 스튜디오 & 카페 & 서점 복합공간,"스튜디오 매일 00시 - 24시, 카페/북스토어 매일 11시 30분 - 21시",정보없음,연중무휴,서울특별시 성동구 성수이로20길 57,37.542018,127.06293,02-461-7725,2022-11-18
artist,엑소,장가,restaurant,시우민이 자주 가는 단골 중국집,"평일 11시 - 21시 30분, 토 11시 30분 - 20시",15시 - 17시 30분,"일요일, 공휴일",서울특별시 성동구 성수이로7길 27 서울특별시숲코오롱디지탈타워,37.541821,127.05344,02-2117-0202,2022-11-18
artist,엑소,우리옛돌박물관,playground,찬열이 방문한 성북동의 역사 박물관,"화-금 10시 - 17시, 주말 10시 - 18시",정보없음,월요일,서울특별시 성북구 대사관로13길 66,37.600825,126.990155,02-986-1001,2022-11-18
artist,엑소,다운타우너 잠실점,restaurant,수호가 방문한 수제 햄버거집,매일 11시 30분 - 21시 30분,정보없음,연중무휴,서울특별시 송파구 백제고분로45길 3,37.50901,127.110659,070-8868-3696,2022-11-18
artist,엑소,남경막국수,restaurant,수호가 먹고 반한 막국수집,화-일 11시 - 20시 30분,정보없음,월요일,서울특별시 송파구 백제고분로7길 52-29,37.5094199,127.0851186,02-417-0060,2022-11-18
artist,엑소,인디에이,playground,경수와 수호가 갔던 글램핑장,옥상BBQ파티장 매일 13시 - 24시,정보없음,연중무휴,서울특별시 용산구 이태원로54길 78,37.535039,127.000894,02-790-8571,2022-11-18
artist,엑소,MUJABEE,cafe,수호가 방문했던 블락비 멤버가 하는 카페,매일 12시 - 23시,정보없음,연중무휴,서울특별시 용산구 한강대로84길 11-18,37.544428,126.973142,,2022-11-18
artist,엑소,혜화동 버거,restaurant,수호가 방문한 혜화동 버거 맛집,매일 11시 30분 - 21시 30분,평일만 15시 - 17시,연중무휴,서울특별시 종로구 동숭3길 6-4 1층,37.581095,127.004703,02-744-0125,2022-11-18
artist,엑소,밀타운,cafe,디오의 단골 카페,평일 09시 - 18시,정보없음,주말,서울특별시 종로구 팔판길 33,37.58327,126.98116,0507-1485-7735,2022-11-18
artist,엑소,용마랜드,playground,<Love Me Right> 뮤비와 앨범의 촬영지,매일 10시 - 18시,정보없음,연중무휴,서울특별시 중랑구 망우로70길 118,37.594468,127.105556,02-436-5800,2022-11-18
artist,엑소,오르다,playground,수호가 방문한 제주도의 전망 좋은 카페,매일 10시 - 21시,정보없음,연중무휴,제주특별자치도 서귀포시 성산읍 한도로 269-37,33.468978,126.935433,064-783-8368,2022-11-18
artist,엑소,마노커피하우스,cafe,수호가 방문한 제주도 감성카페,매일 09시 - 20시,정보없음,연중무휴,제주특별자치도 서귀포시 중문상로 97,37.506139,127.041331,0507-1381-7373,2022-11-18
artist,엑소,성읍랜드,playground,"찬열, 세훈, 디오가 카트 타고간 테마파크",매일 10시 - 17시 30분,정보없음,연중무휴,제주특별자치도 서귀포시 표선면 번영로 2650,33.398525,126.787606,064-787-5324,2022-11-18
artist,엑소,어느날 문득 제주,playground,시우민 이유 뮤비 촬영한 제주 민박,"매일 입실 16시, 퇴실 10시 30분",정보없음,연중무휴,제주특별자치도 제주시 구좌읍 계룡길 25-10,33.538502,126.83443,0507-1341-4110,2022-11-18
artist,여자아이들,무아레478&F1,stay,여자아이들이 출연한 퀸덤의 워크숍 촬영지,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,경기도 가평군 청평면 북한강로 1619,37.666799,127.385121,1599-0853,2022-11-18
artist,여자아이들,일산호수공원,playground,어른연습생에서 미연이 류의현과 마음을 확인한 장소,매일 08시 - 20시,정보없음,연중무휴,경기도 고양시 일산동구 호수로 731,37.658769,126.76252,031-909-9000,2022-11-18
artist,여자아이들,오늘 와인한잔 김포구래점,restaurant,리플레이에서 미연과 연성고 밴드부가 만나는 술집,"일-목 17시 - (익일) 02시, 금-토 17시 - (익일) 03시",정보없음,연중무휴,경기도 김포시 김포한강8로 420 1층,37.6427492,126.6222532,0507-1334-8077,2022-11-18
artist,여자아이들,펜션121,playground,여자아이들이 텐스타 7월호 화보를 찍은 장소,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,경기도 남양주시 조안면 북한강로855번길 115,37.601157,127.330998,,2022-11-18
artist,여자아이들,양계장집아들 시흥은계점,restaurant,리플레이에서 미연과 휘영이 이야기하는 식당,매일 16시 - 23시 30분,정보없음,연중무휴,경기도 시흥시 은계번영길 27 104-105호,37.3692368,126.7269221,031-311-4631,2022-11-18
artist,여자아이들,에버랜드,playground,런웨이에서 우기가 기린을 만나 사육을 배운 곳,매일 10시 - 22시 (시기별 상이),정보없음,연중무휴,경기도 용인시 처인구 포곡읍 에버랜드로 199,37.2896511,127.217242,031-320-5000,2022-11-18
artist,여자아이들,설봉공원,playground,미연이 비긴어게인에서 버스킹한 곳,매일 00시 - 24시,정보없음,연중무휴,경기도 이천시 경충대로2709번길 128,37.2766061,127.4266286,031-644-2682,2022-11-18
artist,여자아이들,벽초지수목원,playground,여자아이들 oh my god 티저를 찍은 수목원,매일 09시 - 17시 30분,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 242,37.800977,126.873712,0507-1421-2022,2022-11-18
artist,여자아이들,지노카페,cafe,여자아이들 I made 재킷 촬영 장소,화-일 12시 - 19시,정보없음,월요일(대관시 임시휴무),경기도 파주시 탄현면 새오리로 211-31,37.800985,126.686346,031-949-8365,2022-11-18
artist,여자아이들,까폼,restaurant,여자아이들 민니가 리사와 함께 갔던 태국 음식점,"평일 11시 30분 - 22시, 주말 11시 30분 - 23시",정보없음,연중무휴,서울특별시 강남구 선릉로153길 18,37.524815,127.038017,02-6081-7318,2022-11-18
artist,여자아이들,아야 커피,cafe,우기가 런웨이에서 라떼 아트를 배운 곳,"평일 08시 - 19시, 주말 11시 - 19시",정보없음,연중무휴,서울특별시 강남구 언주로94길 11 1층,37.5044373,127.0430715,02-556-2369,2022-11-18
artist,여자아이들,영화사,playground,전소연이 나혼자산다에서 방문한 절,매일 00시 - 24시,정보없음,연중무휴,서울특별시 광진구 영화사로 107,37.5542997,127.0982851,02-444-4321,2022-11-18
artist,여자아이들,테이블에이 동물원,cafe,수진이의 머리카락을 잡아당긴 라쿤이 있는 카페,매일 12시 - 22시,정보없음,연중무휴,서울특별시 마포구 와우산로 146,37.554003,126.929458,02-324-5542,2022-11-18
artist,여자아이들,플럼프,cafe,큐브 엔터테인먼트가 운영하는 카페,매일 10시 - 19시,정보없음,연중무휴,서울특별시 성동구 아차산로 83 1층,37.545658,127.053456,02-3409-0113,2022-11-18
artist,여자아이들,와플 목공방,playground,런웨이에서 우기가 목공 방법을 배우던 공방,"평일 10시 - 22시, 주말 10시 - 18시",정보없음,연중무휴,서울특별시 성동구 왕십리로10길 5-6,37.5471021,127.0454302,0507-1361-3688,2022-11-18
artist,여자아이들,바바코아문래,restaurant,여자아이들 Uh-Oh 뮤직비디오 촬영지,"화-토 15시 30분 - 22시, 일 15시 - 21시",정보없음,월요일,서울특별시 영등포구 경인로78길 2,37.511719,126.894199,02-3667-1116,2022-11-18
artist,여자아이들,커들쏘머취,playground,우리가 런웨이에서 양모공예를 배운 공방,매일 10시 30분 - 20시 30분,정보없음,연중무휴,서울특별시 종로구 인사동길 44 3층,37.574295,126.98487,,2022-11-18
artist,여자친구,강촌레일파크 김유정레일바이크,playground,메모리아` EP2 레일바이크 촬영 장소,매일 09시 - 17시 30분,12시 10분 - 13시,연중무휴,강원도 춘천시 신동면 김유정로 1383,37.815713,127.712161,033-245-1000,2022-11-18
artist,여자친구,테라스의 아침펜션,playground,메모리아`에서 머문 숙소,목-화 10시 - 18시,정보없음,수요일,강원도 홍천군 서면 팔봉강변길 217,37.696917,127.710385,0507-1326-0343,2022-11-18
artist,여자친구,소노벨 비발디파크,playground,메모리아`에서 나온 썰매장,매일 07시 - 23시,정보없음,연중무휴,강원도 홍천군 서면 한치골길 262,37.648231,127.684097,1588-4888,2022-11-18
artist,여자친구,화천 사랑나무,playground,귀를 기울이면` MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,강원도 화천군 하남면 거례리 484-2,38.07433,127.688484,033-440-2575,2022-11-18
artist,여자친구,구)양수철교,playground,너 그리고 나` MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,경기도 남양주시 조안면 진중리 328-4,37.552264,127.313475,031-590-4958,2022-11-18
artist,여자친구,수풀로 양수리,playground,너 그리고 나` MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,경기도 양평군 양서면 양수리 552-6,37.547825,127.31862,031-773-5265,2022-11-18
artist,여자친구,롯데워터파크 김해,playground,여자친구가 배틀트립에서 방문한 워터파크,주말 10시 - 17시,정보없음,평일,경상남도 김해시 장유로 555,35.179696,128.828238,1661-2000,2022-11-18
artist,여자친구,고삐식당,restaurant,여자친구가 방문한 연탄불고기 맛집,월-토 11시 30분 - 21시,정보없음,일요일,대구광역시 중구 남성로 45-1,35.867502,128.591734,053-252-9884,2022-11-18
artist,여자친구,만득이곱창,restaurant,여자친구 멤버들이 좋아하는 곱창 맛집,매일 16시 - (익일) 02시,정보없음,연중무휴,서울특별시 강남구 강남대로124길 3-8,37.509385,127.022909,02-516-9222,2022-11-18
artist,여자친구,올림픽공원 나홀로나무,playground,오늘부터 우리는` MV 촬영지,"매일 05시 - 22시 (도보, 자전거 출입), 매일 06시 - 22시 (차량 출입)",정보없음,연중무휴,서울특별시 송파구 올림픽로 424,37.5209657,127.116064,02-2147-4240,2022-11-18
artist,여자친구,서빙고역,playground,시간을 달려서` MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 서빙고로 238,37.519637,126.988378,02-795-0778,2022-11-18
artist,여자친구,북촌 한옥마을,playground,여름비` MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 계동길 37,37.5790534,126.986405,02-2133-1372,2022-11-18
artist,여자친구,중앙고등학교,playground,시간을 달려서` MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 창덕궁길 164,37.584081,126.986846,02-742-1321,2022-11-18
artist,여자친구,서촌 한옥마을,playground,RAINBOW` 포토북 촬영지,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 통의동 28-1,37.578671,126.973096,02-2148-1114,2022-11-18
artist,여자친구,용마랜드,playground,너 그리고 나` 티저 사진 촬영지,매일 10시 - 18시,정보없음,연중무휴,서울특별시 중랑구 망우로70길 118,37.594468,127.105556,02-436-5800,2022-11-18
artist,여자친구,섬진강 기차마을,playground,귀를 기울이면` MV 촬영지,매일 09시 - 19시 30분,정보없음,연중무휴,전라남도 곡성군 오곡면 기차마을로 232,35.279115,127.307561,061-363-9900,2022-11-18
artist,여자친구,엠츄로 월정점,cafe,여자친구가 방문한 츄러스카페,매일 13시 - 19시,정보없음,연중무휴,제주특별자치도 제주시 구좌읍 월정3길 53-2,33.555998,126.794994,064-784-8044,2022-11-18
artist,오마이걸,하슬라아트월드,playground,미라클 원정대에서 최후의 만찬을 했던 레스토랑,매일 09시 - 18시,정보없음,연중무휴,강원도 강릉시 강동면 율곡로 1441,37.706127,129.009109,033-644-9411,2022-11-18
artist,오마이걸,정동진 바다열차,playground,미라클 원정대에서 바다열차를 탔던 곳,"하절기 매일 09시 - 17시, 동절기 매일 09시 - 16시",정보없음,연중무휴,강원도 강릉시 강동면 정동역길 17,37.691501,129.032677,1544-7788,2022-11-18
artist,오마이걸,삼척해수욕장,playground,미라클 원정대에서의 최종 목적지였던 바다,매일 00시 - 24시,정보없음,연중무휴,강원도 삼척시 교동,37.468892,129.168765,033-570-4401,2022-11-18
artist,오마이걸,대관령 하늘목장,playground,오마이걸 미라클 원정대 촬영 장소,"하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시 30분",정보없음,연중무휴,강원도 평창군 대관령면 꽃밭양지길 458-23,37.705564,128.720685,033-332-8061,2022-11-18
artist,오마이걸,오대산 선재길,playground,미라클 원정대 촬영지(옴깨비 촬영지),매일 00시 - 24시,정보없음,연중무휴,강원도 평창군 진부면 오대산로,37.73911,128.585923,033-339-6615,2022-11-18
artist,오마이걸,선재길식당,restaurant,오마이걸 미라클 원정대 둘째 날 점심 식사 장소,매일 10시 - 16시,정보없음,연중무휴,강원도 평창군 진부면 오대산로 152,37.716562,128.601873,033-336-9696,2022-11-18
